State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Uttar Pradesh",Ambedkarnagar,Akbarpur,Lemon,Lemon,FAQ,19/08/2025,4100,4260,4200
"Uttar Pradesh",Ambedkarnagar,Akbarpur,"Mustard Oil","Mustard Oil",FAQ,19/08/2025,14500,14700,14650
"Uttar Pradesh",Ambedkarnagar,Akbarpur,Papaya,Papaya,Medium,19/08/2025,2800,2880,2840
"Uttar Pradesh",Amethi,Sultanpur,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1530,1580,1550
"Uttar Pradesh",Amethi,Sultanpur,Capsicum,Capsicum,FAQ,19/08/2025,5480,5525,5500
"Uttar Pradesh",Amethi,Sultanpur,Ginger(Green),"Green Ginger",FAQ,19/08/2025,4180,4235,4200
"Uttar Pradesh",Amethi,Sultanpur,"Jack Fruit","Jack Fruit",Medium,19/08/2025,1580,1635,1600
"Uttar Pradesh",Amethi,Sultanpur,Onion,Red,FAQ,19/08/2025,1325,1360,1340
"Uttar Pradesh",Amethi,Sultanpur,Potato,Desi,FAQ,19/08/2025,1045,1080,1060
"Uttar Pradesh",Amroha,Hasanpur,Brinjal,"Arkasheela Mattigulla",FAQ,19/08/2025,1410,1500,1450
"Uttar Pradesh",Amroha,Hasanpur,"Green Chilli","Green Chilly",FAQ,19/08/2025,1810,2000,1850
"Uttar Pradesh",Auraiya,Auraiya,Banana,"Banana - Ripe",Medium,19/08/2025,2640,2855,2750
"Uttar Pradesh",Auraiya,Auraiya,"Green Chilli","Green Chilly",FAQ,19/08/2025,4875,5140,5025
"Uttar Pradesh",Auraiya,Auraiya,Gur(Jaggery),Red,FAQ,19/08/2025,4350,4530,4440
"Uttar Pradesh",Auraiya,Auraiya,Mustard,"Lohi Black",FAQ,19/08/2025,6900,7030,7000
"Uttar Pradesh",Auraiya,Auraiya,Onion,Red,FAQ,19/08/2025,1375,1580,1460
"Uttar Pradesh",Auraiya,Auraiya,Pomegranate,Pomogranate,Medium,19/08/2025,4800,5250,5100
"Uttar Pradesh",Ayodhya,Faizabad,Gur(Jaggery),Red,FAQ,19/08/2025,4400,4540,4485
"Uttar Pradesh",Ayodhya,Faizabad,Onion,Red,FAQ,19/08/2025,1380,1500,1420
"Uttar Pradesh",Ayodhya,Faizabad,Paddy(Dhan)(Common),Common,FAQ,19/08/2025,2090,2300,2200
"Uttar Pradesh",Azamgarh,Azamgarh,"Barley (Jau)",Dara,FAQ,19/08/2025,2300,2400,2350
"Uttar Pradesh",Azamgarh,Azamgarh,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1685,1835,1760
"Uttar Pradesh",Azamgarh,Azamgarh,Ginger(Green),"Green Ginger",FAQ,19/08/2025,3675,3825,3750
"Uttar Pradesh",Azamgarh,Azamgarh,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,19/08/2025,8730,8830,8780
"Uttar Pradesh",Azamgarh,Azamgarh,"Masur Dal","Masur Dal",FAQ,19/08/2025,7650,7750,7700
"Uttar Pradesh",Azamgarh,Azamgarh,Potato,Desi,FAQ,19/08/2025,990,1140,1065
"Uttar Pradesh",Badaun,Badayoun,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1700,1850,1780
"Uttar Pradesh",Badaun,Badayoun,Garlic,Garlic,FAQ,19/08/2025,6400,6520,6445
"Uttar Pradesh",Badaun,Badayoun,Maize,Yellow,Non-FAQ,19/08/2025,1870,1960,1900
"Uttar Pradesh",Badaun,Badayoun,Onion,Nasik,Non-FAQ,19/08/2025,1210,1330,1270
"Uttar Pradesh",Badaun,Badayoun,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,19/08/2025,1740,1870,1800
"Uttar Pradesh",Badaun,Shahaswan,"Green Chilli","Green Chilly",FAQ,19/08/2025,4000,5000,4500
"Uttar Pradesh",Badaun,Shahaswan,Pumpkin,Other,FAQ,19/08/2025,850,1000,950
"Uttar Pradesh",Badaun,Wazirganj,Apple,Delicious,Medium,19/08/2025,7900,8000,7925
"Uttar Pradesh",Badaun,Wazirganj,Brinjal,Round/Long,FAQ,19/08/2025,1650,1700,1675
"Uttar Pradesh",Badaun,Wazirganj,Rice,III,FAQ,19/08/2025,3375,3450,3400
"Uttar Pradesh",Badaun,Wazirganj,Wheat,Dara,Non-FAQ,19/08/2025,2400,2440,2425
"Uttar Pradesh",Baghpat,Baraut,"Banana - Green","Banana - Green",FAQ,19/08/2025,1700,1900,1800
"Uttar Pradesh",Baghpat,Baraut,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",FAQ,19/08/2025,7450,7650,7560
"Uttar Pradesh",Baghpat,Baraut,Cauliflower,Cauliflower,FAQ,19/08/2025,3400,3500,3450
"Uttar Pradesh",Baghpat,Baraut,"Green Chilli","Green Chilly",FAQ,19/08/2025,4400,4620,4520
"Uttar Pradesh",Baghpat,Baraut,"Mousambi(Sweet Lime)",Mousambi,Medium,19/08/2025,3400,3600,3500
"Uttar Pradesh",Baghpat,Baraut,"Mustard Oil","Mustard Oil",FAQ,19/08/2025,14600,14800,14700
"Uttar Pradesh",Baghpat,Baraut,Onion,Red,FAQ,19/08/2025,1320,1450,1390
"Uttar Pradesh",Baghpat,Baraut,Sugar,Medium,FAQ,19/08/2025,4200,4200,4200
"Uttar Pradesh",Bahraich,Naanpara,Paddy(Dhan)(Common),Paddy,FAQ,19/08/2025,2200,2300,2240
"Uttar Pradesh",Bahraich,Naanpara,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,19/08/2025,900,1000,950
"Uttar Pradesh",Balrampur,Tulsipur,Apple,"Kasmir/Shimla - II",Medium,19/08/2025,8170,8250,8220
"Uttar Pradesh",Balrampur,Tulsipur,Brinjal,Round/Long,FAQ,19/08/2025,1650,1740,1700
"Uttar Pradesh",Balrampur,Tulsipur,Paddy(Dhan)(Common),Common,FAQ,19/08/2025,2025,2075,2050
"Uttar Pradesh",Balrampur,Tulsipur,Potato,Desi,FAQ,19/08/2025,1180,1260,1220
"Uttar Pradesh",Balrampur,Tulsipur,Wheat,Dara,FAQ,19/08/2025,2400,2450,2425
"Uttar Pradesh",Banda,Banda,Tomato,Deshi,FAQ,19/08/2025,3840,3960,3900
"Uttar Pradesh",Barabanki,Barabanki,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1660,1760,1710
"Uttar Pradesh",Barabanki,Barabanki,Ginger(Green),"Green Ginger",FAQ,19/08/2025,3960,4060,4010
"Uttar Pradesh",Barabanki,Barabanki,Rice,III,FAQ,19/08/2025,3340,3420,3380
"Uttar Pradesh",Barabanki,Barabanki,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,19/08/2025,1710,1800,1760
"Uttar Pradesh",Barabanki,Barabanki,Tomato,Deshi,FAQ,19/08/2025,4040,4120,4080
"Uttar Pradesh",Bareilly,Anwala,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1000,1200,1100
"Uttar Pradesh",Bareilly,Anwala,Tomato,Deshi,FAQ,19/08/2025,4000,4500,4200
"Uttar Pradesh",Bareilly,Bareilly,"Mousambi(Sweet Lime)",Mousambi,Medium,19/08/2025,3575,3650,3600
"Uttar Pradesh",Bareilly,Bareilly,Onion,Red,FAQ,19/08/2025,1350,1400,1370
"Uttar Pradesh",Basti,Basti,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,19/08/2025,6590,6690,6640
"Uttar Pradesh",Basti,Basti,Ginger(Green),"Green Ginger",FAQ,19/08/2025,3700,3900,3800
"Uttar Pradesh",Basti,Basti,Peas(Dry),Peas(Dry),FAQ,19/08/2025,4160,4260,4210
"Uttar Pradesh",Basti,Basti,Pomegranate,Pomogranate,Medium,19/08/2025,6775,6975,6875
"Uttar Pradesh",Bijnor,Bijnaur,"Banana - Green","Banana - Green",FAQ,19/08/2025,1780,1850,1810
"Uttar Pradesh",Bijnor,Bijnaur,Pomegranate,Pomogranate,Medium,19/08/2025,6400,6450,6430
"Uttar Pradesh",Bijnor,Bijnaur,Potato,Desi,FAQ,19/08/2025,1040,1100,1060
"Uttar Pradesh",Bulandshahar,"Buland Shahr",Colacasia,Colacasia,FAQ,19/08/2025,1850,2100,2000
"Uttar Pradesh",Bulandshahar,"Buland Shahr",Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,1700,2100,1900
"Uttar Pradesh",Bulandshahar,"Buland Shahr",Paddy(Dhan)(Basmati),"Basmati 1509",FAQ,19/08/2025,2971,3041,3011
"Uttar Pradesh",Bulandshahar,Gulavati,Garlic,Desi,FAQ,19/08/2025,5100,5300,5200
"Uttar Pradesh",Bulandshahar,Gulavati,Ginger(Green),"Green Ginger",FAQ,19/08/2025,6100,6300,6200
"Uttar Pradesh",Bulandshahar,Gulavati,"Green Chilli","Green Chilly",FAQ,19/08/2025,2100,2300,2200
"Uttar Pradesh",Bulandshahar,Gulavati,Onion,Red,FAQ,19/08/2025,1500,1700,1600
"Uttar Pradesh",Bulandshahar,Jahangirabad,Apple,Delicious,Medium,19/08/2025,8900,9100,9000
"Uttar Pradesh",Bulandshahar,Jahangirabad,"Masur Dal","Masur Dal",FAQ,19/08/2025,7630,7870,7750
"Uttar Pradesh",Bulandshahar,Jahangirabad,Papaya,Papaya,Medium,19/08/2025,2633,2840,2735
"Uttar Pradesh",Bulandshahar,Khurja,Ginger(Green),"Green Ginger",FAQ,19/08/2025,4350,4650,4550
"Uttar Pradesh",Bulandshahar,Khurja,Onion,Red,FAQ,19/08/2025,1300,1460,1380
"Uttar Pradesh",Etawah,Etawah,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,900,1150,1050
"Uttar Pradesh",Etawah,Etawah,Cabbage,Cabbage,FAQ,19/08/2025,1950,2250,2150
"Uttar Pradesh",Etawah,Etawah,Cauliflower,Cauliflower,FAQ,19/08/2025,3950,4250,4150
"Uttar Pradesh",Etawah,Etawah,"Green Gram Dal (Moong Dal)","Green Gram Dal",FAQ,19/08/2025,9450,9750,9650
"Uttar Pradesh",Etawah,Etawah,Lemon,Lemon,FAQ,19/08/2025,3100,3400,3300
"Uttar Pradesh",Farukhabad,Farukhabad,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1350,1525,1475
"Uttar Pradesh",Farukhabad,Farukhabad,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1100,1225,1200
"Uttar Pradesh",Farukhabad,Farukhabad,Lemon,Lemon,FAQ,19/08/2025,3700,3900,3800
"Uttar Pradesh",Farukhabad,Farukhabad,"Mousambi(Sweet Lime)",Mousambi,Medium,19/08/2025,2800,2950,2900
"Uttar Pradesh",Farukhabad,Kamlaganj,Banana,"Banana - Ripe",Medium,19/08/2025,2100,2200,2130
"Uttar Pradesh",Farukhabad,Kamlaganj,Brinjal,Round/Long,FAQ,19/08/2025,1200,1250,1240
"Uttar Pradesh",Farukhabad,Kayamganj,Apple,Delicious,Medium,19/08/2025,8200,8800,8500
"Uttar Pradesh",Farukhabad,Kayamganj,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1400,1500,1450
"Uttar Pradesh",Farukhabad,Kayamganj,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1100,1200,1150
"Uttar Pradesh",Farukhabad,Kayamganj,Brinjal,Brinjal,FAQ,19/08/2025,1550,1650,1600
"Uttar Pradesh",Farukhabad,Kayamganj,Pumpkin,Pumpkin,FAQ,19/08/2025,1350,1450,1400
"Uttar Pradesh",Fatehpur,Fatehpur,Garlic,Garlic,FAQ,19/08/2025,6300,6800,6570
"Uttar Pradesh",Fatehpur,Fatehpur,"Sponge gourd","Sponge gourd",FAQ,19/08/2025,1700,1900,1810
"Uttar Pradesh",Fatehpur,Jahanabad,Wheat,Dara,FAQ,19/08/2025,2500,2520,2510
"Uttar Pradesh",Fatehpur,Khaga,Apple,"Kasmir/Shimla - II",Medium,19/08/2025,8825,9100,9000
"Uttar Pradesh",Fatehpur,Khaga,Pomegranate,Pomogranate,Medium,19/08/2025,7100,7285,7200
"Uttar Pradesh",Fatehpur,Khaga,Potato,Desi,FAQ,19/08/2025,920,1050,990
"Uttar Pradesh",Fatehpur,Khaga,Pumpkin,Pumpkin,FAQ,19/08/2025,1535,1670,1600
"Uttar Pradesh",Fatehpur,Khaga,"Sponge gourd","Sponge gourd",FAQ,19/08/2025,1800,2000,1870
"Uttar Pradesh",Fatehpur,Khaga,Tomato,Hybrid,FAQ,19/08/2025,4060,4220,4150
"Uttar Pradesh",Fatehpur,Kishunpur,Wheat,Dara,FAQ,19/08/2025,2450,2550,2500
"Uttar Pradesh",Firozabad,Sirsaganj,Brinjal,Brinjal,FAQ,19/08/2025,1000,1200,1100
"Uttar Pradesh",Firozabad,Tundla,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,19/08/2025,2330,2375,2350
"Uttar Pradesh",Firozabad,Tundla,Brinjal,Round,FAQ,19/08/2025,1325,1375,1350
"Uttar Pradesh","Gautam Budh Nagar",Dankaur,Apple,Delicious,Medium,19/08/2025,8600,8800,8700
"Uttar Pradesh","Gautam Budh Nagar",Dankaur,Pomegranate,Other,Medium,19/08/2025,6900,7125,7000
"Uttar Pradesh","Gautam Budh Nagar",Dankaur,Wheat,Dara,FAQ,19/08/2025,2510,2625,2580
"Uttar Pradesh",Ghazipur,Gazipur,Apple,Apple,Medium,19/08/2025,9400,9650,9450
"Uttar Pradesh",Ghazipur,Gazipur,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,19/08/2025,9670,9730,9700
"Uttar Pradesh",Ghazipur,Gazipur,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1650,1700,1680
"Uttar Pradesh",Ghazipur,Gazipur,"Bitter gourd","Bitter Gourd",FAQ,19/08/2025,2350,2400,2380
"Uttar Pradesh",Ghazipur,Gazipur,"Green Chilli","Green Chilly",FAQ,19/08/2025,4870,4930,4900
"Uttar Pradesh",Ghazipur,Gazipur,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,19/08/2025,8700,8760,8730
"Uttar Pradesh",Ghazipur,Gazipur,"Green Gram Dal (Moong Dal)","Green gram",FAQ,19/08/2025,9670,9730,9700
"Uttar Pradesh",Ghazipur,Gazipur,Gur(Jaggery),Yellow,FAQ,19/08/2025,4620,4680,4650
"Uttar Pradesh",Ghazipur,Gazipur,Rice,Fine,FAQ,19/08/2025,3380,3440,3410
"Uttar Pradesh",Ghazipur,Gazipur,Wheat,Dara,FAQ,19/08/2025,2560,2590,2560
"Uttar Pradesh",Gonda,Nawabganj,Banana,"Banana - Ripe",Medium,19/08/2025,2900,3000,2950
"Uttar Pradesh",Gonda,Nawabganj,"Green Chilli","Green Chilly",FAQ,19/08/2025,4900,5100,5000
"Uttar Pradesh",Gonda,Nawabganj,"Mousambi(Sweet Lime)",Mousambi,Medium,19/08/2025,3500,3600,3550
"Uttar Pradesh",Gonda,Nawabganj,Papaya,Papaya,Medium,19/08/2025,2950,3050,3000
"Uttar Pradesh",Gonda,Nawabganj,Potato,Desi,FAQ,19/08/2025,1050,1120,1090
"Uttar Pradesh",Gonda,Nawabganj,Pumpkin,Pumpkin,FAQ,19/08/2025,1750,1850,1800
"Uttar Pradesh",Gonda,Nawabganj,Wheat,Dara,FAQ,19/08/2025,2500,2550,2525
"Uttar Pradesh",Gorakhpur,Chorichora,"Banana - Green","Banana - Green",FAQ,19/08/2025,2500,2800,2600
"Uttar Pradesh",Gorakhpur,Chorichora,Ginger(Green),"Green Ginger",FAQ,19/08/2025,8500,8800,8600
"Uttar Pradesh",Gorakhpur,Chorichora,Onion,Red,Non-FAQ,19/08/2025,1600,1850,1800
"Uttar Pradesh",Gorakhpur,Chorichora,Potato,Red,Non-FAQ,19/08/2025,1600,1850,1800
"Uttar Pradesh",Gorakhpur,Gorakhpur,"Banana - Green","Banana - Green",FAQ,19/08/2025,1725,1975,1825
"Uttar Pradesh",Gorakhpur,Gorakhpur,"Bitter gourd","Bitter Gourd",FAQ,19/08/2025,2150,2325,2225
"Uttar Pradesh",Gorakhpur,Gorakhpur,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1500,1700,1600
"Uttar Pradesh",Hardoi,Hardoi,Garlic,Average,FAQ,19/08/2025,6220,6280,6255
"Uttar Pradesh",Hardoi,Hardoi,Ridgeguard(Tori),Other,FAQ,19/08/2025,1650,1710,1680
"Uttar Pradesh",Hardoi,Hardoi,Wheat,Dara,FAQ,19/08/2025,2480,2530,2515
"Uttar Pradesh",Hardoi,Sandi,Rice,Common,FAQ,19/08/2025,3150,3220,3190
"Uttar Pradesh",Hardoi,Sandi,Wheat,Dara,FAQ,19/08/2025,2470,2550,2520
"Uttar Pradesh",Hardoi,"Shahabad(New Mandi)",Onion,Red,FAQ,19/08/2025,1350,1450,1400
"Uttar Pradesh",Hathras,Haathras,Banana,"Banana - Ripe",Medium,19/08/2025,2450,2650,2580
"Uttar Pradesh",Hathras,Haathras,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,19/08/2025,8800,8860,8830
"Uttar Pradesh",Hathras,Haathras,Brinjal,Round,FAQ,19/08/2025,1250,1450,1380
"Uttar Pradesh",Hathras,Haathras,"Green Chilli","Green Chilly",FAQ,19/08/2025,4050,4250,4170
"Uttar Pradesh",Hathras,Haathras,Mustard,Sarson(Black),FAQ,19/08/2025,6700,6900,6820
"Uttar Pradesh",Hathras,Haathras,Potato,Desi,FAQ,19/08/2025,800,1000,940
"Uttar Pradesh",Hathras,Sikandraraau,Wheat,Dara,FAQ,19/08/2025,2450,2530,2500
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Bengal Gram Dal (Chana Dal)","Bengal Gram (Split)",FAQ,19/08/2025,7450,7650,7550
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Bitter gourd","Bitter Gourd",FAQ,19/08/2025,2375,2575,2475
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Lentil (Masur)(Whole)","Kala Masoor New",FAQ,19/08/2025,6825,7025,6925
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Pomegranate,Pomogranate,Medium,19/08/2025,6560,6760,6660
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Pumpkin,Pumpkin,FAQ,19/08/2025,1330,1530,1430
"Uttar Pradesh",Jhansi,Jhansi,Cabbage,Cabbage,FAQ,19/08/2025,1800,1950,1840
"Uttar Pradesh",Kannuj,Chhibramau,Apple,Delicious,Medium,19/08/2025,8750,8950,8850
"Uttar Pradesh",Kannuj,Chhibramau,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1450,1600,1530
"Uttar Pradesh",Kannuj,Chhibramau,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1050,1150,1100
"Uttar Pradesh",Kannuj,Chhibramau,Pomegranate,Pomogranate,Medium,19/08/2025,5700,5900,5800
"Uttar Pradesh",Kannuj,Chhibramau,Rice,III,FAQ,19/08/2025,3000,3100,3050
"Uttar Pradesh",Kanpur,Choubepur,"Barley (Jau)",Dara,FAQ,19/08/2025,2300,2400,2350
"Uttar Pradesh",Kanpur,Choubepur,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,1900,2100,2000
"Uttar Pradesh",Kanpur,Choubepur,Ginger(Green),"Green Ginger",FAQ,19/08/2025,3800,4000,3900
"Uttar Pradesh",Kanpur,Choubepur,Lemon,Lemon,FAQ,19/08/2025,3800,4000,3900
"Uttar Pradesh",Kanpur,Choubepur,Maize,Yellow,FAQ,19/08/2025,2180,2275,2225
"Uttar Pradesh",Kanpur,Choubepur,Mustard,Sarson(Black),FAQ,19/08/2025,6800,7000,6900
"Uttar Pradesh",Kanpur,Choubepur,Pumpkin,Pumpkin,FAQ,19/08/2025,1400,1600,1500
"Uttar Pradesh",Kanpur,Choubepur,Rice,III,FAQ,19/08/2025,3135,3250,3185
"Uttar Pradesh",Kanpur,Kanpur(Grain),"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,19/08/2025,7580,7680,7630
"Uttar Pradesh",Kanpur,Kanpur(Grain),"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,19/08/2025,6430,6530,6480
"Uttar Pradesh",Kanpur,Kanpur(Grain),Mustard,Sarson(Black),FAQ,19/08/2025,7010,7110,7060
"Uttar Pradesh",Kanpur,Kanpur(Grain),Onion,Red,FAQ,19/08/2025,1300,1500,1400
"Uttar Pradesh",Kanpur,Kanpur(Grain),Papaya,Papaya,Medium,19/08/2025,2780,2980,2880
"Uttar Pradesh",Kanpur,Kanpur(Grain),Peas(Dry),Peas(Dry),FAQ,19/08/2025,4010,4110,4060
"Uttar Pradesh",Kanpur,Kanpur(Grain),Rice,III,FAQ,19/08/2025,3120,3220,3170
"Uttar Pradesh",Kanpur,Uttaripura,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1400,1600,1500
"Uttar Pradesh",Kanpur,Uttaripura,Onion,Red,FAQ,19/08/2025,1310,1510,1410
"Uttar Pradesh",Kanpur,Uttaripura,Tomato,Deshi,FAQ,19/08/2025,3870,4070,3970
"Uttar Pradesh",Kasganj,Kasganj,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,19/08/2025,10225,10275,10250
"Uttar Pradesh",Kasganj,Kasganj,"Green Chilli","Green Chilly",FAQ,19/08/2025,4200,4300,4250
"Uttar Pradesh",Kasganj,Kasganj,Maize,Yellow,FAQ,19/08/2025,2070,2180,2120
"Uttar Pradesh",Kasganj,Kasganj,Mustard,Sarson(Black),FAQ,19/08/2025,6800,6920,6850
"Uttar Pradesh",Kasganj,Kasganj,"Mustard Oil","Mustard Oil",FAQ,19/08/2025,13900,13950,13925
"Uttar Pradesh",Kasganj,Kasganj,Onion,Red,FAQ,19/08/2025,1300,1460,1350
"Uttar Pradesh",Kasganj,Kasganj,Wheat,Dara,FAQ,19/08/2025,2530,2600,2570
"Uttar Pradesh",Kaushambi,Bharwari,Lemon,Lemon,FAQ,19/08/2025,1500,1900,1800
"Uttar Pradesh",Kaushambi,Bharwari,Potato,Desi,FAQ,19/08/2025,700,1000,850
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Brinjal,Other,FAQ,19/08/2025,1820,1860,1840
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Gur(Jaggery),Khandsari,FAQ,19/08/2025,4100,4165,4126
"Uttar Pradesh","Khiri (Lakhimpur)",Mohammdi,Banana,Amruthapani,Medium,19/08/2025,2550,2650,2600
"Uttar Pradesh","Khiri (Lakhimpur)",Mohammdi,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1550,1650,1600
"Uttar Pradesh","Khiri (Lakhimpur)",Mohammdi,Rice,"1009 Kar",FAQ,19/08/2025,3120,3220,3175
"Uttar Pradesh","Khiri (Lakhimpur)",Mohammdi,Tomato,Local,FAQ,19/08/2025,3750,3850,3800
"Uttar Pradesh","Khiri (Lakhimpur)",Mohammdi,Tomato,Local,Non-FAQ,19/08/2025,3450,3550,3500
"Uttar Pradesh",Lakhimpur,Lakhimpur,Colacasia,Colacasia,FAQ,19/08/2025,2000,2130,2080
"Uttar Pradesh",Lakhimpur,Lakhimpur,"Lentil (Masur)(Whole)","Masoor Gola",Non-FAQ,19/08/2025,6100,6300,6230
"Uttar Pradesh",Lakhimpur,Lakhimpur,"Mousambi(Sweet Lime)",Mousambi,Medium,19/08/2025,3300,3400,3340
"Uttar Pradesh",Lakhimpur,Paliakala,Wheat,Dara,FAQ,19/08/2025,2450,2500,2475
"Uttar Pradesh",Lalitpur,Lalitpur,Papaya,Papaya,Medium,19/08/2025,2170,2230,2200
"Uttar Pradesh",Lalitpur,Lalitpur,Potato,Local,FAQ,19/08/2025,1150,1220,1180
"Uttar Pradesh",Lalitpur,Mehrauni,"Barley (Jau)",Dara,Non-FAQ,19/08/2025,1900,2100,2000
"Uttar Pradesh",Lalitpur,Mehrauni,"Bengal Gram(Gram)(Whole)",999,Non-FAQ,19/08/2025,5000,5500,5300
"Uttar Pradesh",Lalitpur,Mehrauni,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",Non-FAQ,19/08/2025,7000,8200,7500
"Uttar Pradesh",Lucknow,Lucknow,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",FAQ,19/08/2025,7450,7600,7520
"Uttar Pradesh",Lucknow,Lucknow,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1700,1800,1750
"Uttar Pradesh",Lucknow,Lucknow,Ginger(Green),"Green Ginger",FAQ,19/08/2025,3850,4000,3930
"Uttar Pradesh",Lucknow,Lucknow,Onion,Red,FAQ,19/08/2025,1350,1450,1400
"Uttar Pradesh",Lucknow,Lucknow,Papaya,Papaya,Medium,19/08/2025,2750,2850,2800
"Uttar Pradesh",Lucknow,Lucknow,Potato,Desi,FAQ,19/08/2025,1130,1230,1180
"Uttar Pradesh",Lucknow,Lucknow,Rice,Common,FAQ,19/08/2025,3370,3470,3420
"Uttar Pradesh",Maharajganj,Anandnagar,Rice,III,FAQ,19/08/2025,2600,3000,2800
"Uttar Pradesh",Maharajganj,Anandnagar,Tomato,Deshi,FAQ,19/08/2025,1500,2200,1800
"Uttar Pradesh",Maharajganj,Gadaura,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,1200,1400,1300
"Uttar Pradesh",Maharajganj,Gadaura,"Green Chilli","Green Chilly",FAQ,19/08/2025,2000,2200,2100
"Uttar Pradesh",Maharajganj,Gadaura,Pumpkin,Other,FAQ,19/08/2025,1200,1400,1300
"Uttar Pradesh",Maharajganj,Nautnava,Rice,III,FAQ,19/08/2025,2800,3150,2960
"Uttar Pradesh",Mainpuri,Ghiraur,Maize,Yellow,FAQ,19/08/2025,2130,2320,2226
"Uttar Pradesh",Mainpuri,Mainpuri,Mustard,Sarson(Black),FAQ,19/08/2025,7120,7280,7165
"Uttar Pradesh",Mainpuri,Mainpuri,Pomegranate,Pomogranate,Medium,19/08/2025,6600,7000,6800
"Uttar Pradesh",Mainpuri,Mainpuri,"Sponge gourd","Sponge gourd",FAQ,19/08/2025,1560,1700,1620
"Uttar Pradesh",Mainpuri,Mainpuri,Wheat,Dara,FAQ,19/08/2025,2470,2490,2481
"Uttar Pradesh",Mathura,Kosikalan,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,1500,1580,1545
"Uttar Pradesh",Mathura,Kosikalan,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,19/08/2025,8600,8730,8670
"Uttar Pradesh",Mathura,Kosikalan,Rice,III,FAQ,19/08/2025,3300,3400,3360
"Uttar Pradesh",Mathura,Kosikalan,Wheat,Dara,FAQ,19/08/2025,2500,2600,2560
"Uttar Pradesh",Mathura,Mathura,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,19/08/2025,2100,2200,2180
"Uttar Pradesh",Mathura,Mathura,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,19/08/2025,6500,6900,6700
"Uttar Pradesh",Mathura,Mathura,"Green Gram Dal (Moong Dal)","Green Gram Dal",FAQ,19/08/2025,9500,9740,9600
"Uttar Pradesh",Mathura,Mathura,Mustard,Sarson(Black),FAQ,19/08/2025,7000,7200,7100
"Uttar Pradesh",Mathura,Mathura,Pumpkin,Pumpkin,FAQ,19/08/2025,1000,1210,1120
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Potato,Potato,FAQ,19/08/2025,1700,1800,1770
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1000,1200,1100
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Brinjal,Brinjal,FAQ,19/08/2025,1000,1300,1100
