State,Product,District,LGD Code,Category,Sector,Description,GI Status,Photo,Ministry/ Department
Jharkhand,Minor Forest Produce,Simdega,342,Primary,Agriculture,"Simdega district in the Indian state of Jharkhand is surrounded by dense forests and thus, has a rich variety of forest products such as bamboo, honey, medicinal plants, and herbs. The local communities have a long-standing tradition of collecting and using these products, many of which have significant economic and cultural value.",No,https://drive.google.com/file/d/1C0Dbh9arPBP3eZ_ojGjOm9UhmGVGvwg5/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Jharkhand,Custard Apple,West Singhbhum (chaibassa),343,Primary,Agriculture,"Custard apple, also known as Sitaphal in India, is widely grown in West Singhbhum region of Jharkhand. The district has a favorable climate for its cultivation and is one of the major producers of custard apples in India. The fruit is known for its sweet and creamy texture, making it a popular dessert item. The custard apples remain in demand both locally and nationally, and are exported to other countries as well.",No,https://drive.google.com/file/d/1W2ZDm_u5EyUfzOAm47dDLEQGww-dHWMV/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Karnataka,Ilkal Sarees,Bagalkote,524,Primary,Handloom,"Ilkal sarees of Bagalkote, Karnataka are a manifestation of the region's rich textile heritage, dating back centuries. Crafted using fine cotton and silk yarns, these sarees are known for their distinctive color combinations, intricate border designs, and striking pallus. Adorned by women of all ages, Ilkal sarees exude elegance, grace, and timeless beauty, making them a coveted addition to any wardrobe.",Yes,https://drive.google.com/file/d/1hRA6ldiy9smmjVxmEN9kojvFoQiE0GIv/view?usp=drive_link,DC Handloom
Karnataka,Steel and Allied activities,Ballari (Bellary),528,Primary,Manufacturing,"Fueled by rich iron ore deposits and skilled labor, the steel mills of Ballari produce high-quality steel products that are integral to modern infrastructure, from towering skyscrapers to advanced machinery. With a commitment to innovation and sustainability, Ballari's steel industry continues to be a driving force in the economic development of the region and beyond.",No,https://drive.google.com/file/d/1qj-0JUnxli6HVdIo-vlo2afKnOTNZBZT/view?usp=drive_link,MSME
Karnataka,Bellary Denim Jeans,Ballary,528,Secondary,Textile,"Bellary Denim Jeans, hailing from the heart of Karnataka, embody durability and style. Crafted with meticulous attention to detail, these jeans boast high-quality denim, offering both comfort and longevity. Inspired by the rugged landscape of Bellary, they exude a unique charm that resonates with both urbanites and adventurers alike. Each pair reflects the spirit of Bellary, blending tradition with contemporary fashion for a timeless appeal.",No,https://drive.google.com/file/d/1RMf9zMDBKXGoULcPi4RG8OlRX1s6ijd5/view?usp=drive_link,Ministry of Textile
Karnataka,Auto components,Belagavi (Belgaum),527,Primary,Manufacturing,"With a focus on innovation and quality, Belagavi's auto component industry has earned a reputation for reliability and durability, making it a trusted supplier to leading global automakers. Crafted using advanced manufacturing techniques and high-quality materials, these components form the backbone of modern automobiles, from engines to transmissions to suspension systems.",No,https://drive.google.com/file/d/1Qz2DF6Tw1Z1E5SQLa9heGyRDFwgp6-QU/view?usp=drive_link,MSME
Karnataka,Foundry,Belagavi,527,Secondary,Manufacturing,"Belagavi's foundry products epitomise precision and reliability. These industrial components play a crucial role in various sectors, from manufacturing to construction. Utilising advanced techniques and expertise passed down through generations, Belagavi's foundry products ensure optimal performance and longevity. With a commitment to quality and innovation, they contribute significantly to the infrastructure and development of industries, both locally and globally.",No,https://drive.google.com/file/d/1J1gA6-OEZrJQLHuJ2NU_d-YS8645ySlw/view?usp=drive_link,MSME
Karnataka,Ready-made Garment Manufacturing,Bengaluru (Bangalore) Rural,526,Secondary,Textile,"Bengaluru Rural is emerging as a hub for ready-made garment manufacturing, leveraging advanced technologies and skilled craftsmanship. The region specializes in producing high-quality garments that combine contemporary fashion trends with traditional Indian aesthetics. Each piece is crafted with attention to detail, ensuring durability and comfort.",No,https://drive.google.com/file/d/1ngusHzMviz-dVG_-ZeokRQZ74S0OJ_KC/view?usp=drive_link,Ministry of Textile
Karnataka,Aerospace & Defense,Bengaluru (Bangalore) Rural,526,Primary,Manufacturing,"The Aerospace & Defense Sector of Bengaluru Rural, Karnataka represents the pinnacle of cutting-edge technology and innovation in the field of aviation. As the hub of India's aerospace industry, the region is home to some of the world's leading aerospace and defence companies, producing advanced systems and technologies for civilian and military applications. As a critical contributor to national security and economic growth, this sector is poised for continued success in the years ahead.",No,https://drive.google.com/file/d/1FZT2YI_swFX7fljL5xhUffVeuVOG8b7D/view?usp=drive_link,MSME
Karnataka,IT/ITES and R&D,Bengaluru (Bangalore) Urban,525,Primary,Others,"From artificial intelligence and machine learning to cloud computing and cybersecurity, the IT/ITES and R&D sector of Bengaluru Urban is at the forefront of digital transformation, delivering game-changing solutions that transform the way we live, work, and communicate. With a vibrant ecosystem of startups, established companies, and research institutions, this dynamic sector is a melting pot of talent, creativity, and expertise, fostering a culture of innovation and excellence that drives progress and growth in the industry.",No,https://drive.google.com/file/d/1GHAKcqj1yEM0ZFWhIZxakKtTXYOxqohg/view?usp=drive_link,MeitY
Karnataka,Handloom Silk Sarees,Bengaluru Urban,525,Secondary,Handloom,"In Bengaluru Urban, handloom silk sarees reign supreme, reflecting timeless elegance and exquisite craftsmanship. Efficiently woven by skilled artisans, each saree tells a story of tradition and artistry. The fine silk threads, adorned with intricate designs and vibrant colours, embody the rich cultural heritage of Karnataka. Perfect for special occasions or everyday wear, these sarees add a touch of sophistication and grace to any wardrobe, making them cherished pieces of cultural heritage.",No,https://drive.google.com/file/d/1USQnicQOYqWQZZhQBPDDMGGSiyB0R4Gi/view?usp=drive_link,DC Handloom
Karnataka,Bidari ware,Bidar,529,Primary,Handicraft,"Known for its intricate designs and unique black and silver color scheme, Bidriware from Bidar is crafted using a special alloy of zinc, copper, and tin, and involves a painstaking process of engraving, inlaying, and oxidizing. This art form that can be crafted into a wide variety of articles such as vases, boxes and bowls, which often feature elaborate designs and motifs.",Yes,https://drive.google.com/file/d/1RShZvrhRuFim4gOYw_VyPLbQ__x6U_y5/view?usp=drive_link,DC Handicraft
Karnataka,Turmeric,Chamarajanagar,531,Primary,Agriculture,"Turmeric of Chamarajanagar, Karnataka is a true jewel of the region's agricultural bounty, a spice that has been prized for centuries for its distinct flavor, vivid color, and powerful health benefits. From the moment it is harvested to the time it reaches your kitchen, this turmeric is treated with the utmost care and attention, resulting in a spice that is unparalleled in taste and aroma.",No,https://drive.google.com/file/d/1g8Y-ocRygXvEwAJhjbTUZun7dBQYRBVm/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Karnataka,Stone Work,Chamarajanagara,531,Secondary,Manufacturing,"Chamarajanagara's stone work is a living testament to ancient artistry, intertwining seamlessly with the region's cultural tapestry. Skillful artisans delicately sculpt indigenous stones, fashioning them into breathtaking masterpieces that embellish temples, monuments, and homes. Inspired by nature's wonders and mythological tales, each creation bears witness to the area's rich heritage and artisanal finesse. Chamarajanagara's stone work embodies the enduring legacy of craftsmanship passed down through generations.",No,https://drive.google.com/file/d/1Qzu8skRlzZUP45weOqHQ8oUqUm3csmxm/view?usp=drive_link,MSME
Karnataka,ESDM,Chikkballapur,630,Primary,Manufacturing,"EDSM (Electronic System Design and Manufacturing) of Chikkaballapur, Karnataka is at the forefront of the state's electronics industry, harnessing cutting-edge technology and innovation to produce advanced electronic systems and components. With a strong focus on research and development, EDSM is a leader in designing and manufacturing a wide range of electronic devices, from consumer electronics to industrial applications.",No,https://drive.google.com/file/d/1_OdkQa7QWR5n0G0x3D2mUZspL2ViSrcW/view?usp=drive_link,MSME
Karnataka,Shidlagatta silk and Raw Silk based sarees,Chikkaballapura,630,Secondary,Handloom,"From the looms of Chikkaballapura emerge Shidlagatta silk and raw silk sarees, celebrated for their luxurious texture and timeless allure. Crafted with finesse, Shidlagatta silk radiates elegance with its intricate motifs and rich hues, while raw silk offers a charming simplicity. Each saree embodies the region's heritage, blending tradition with contemporary style, making it a cherished addition to any wardrobe for its exquisite craftsmanship and cultural significance.",No,https://drive.google.com/file/d/1BF1wvcxLMXSxrGKvNbtk9um_UrHATkYG/view?usp=drive_link,DC Handloom
Karnataka,Coffee-Arabica,Chikkamagaluru (Chikmagalur),532,Primary,Agriculture,"Arabica coffee from Chikkamagaluru (Chikmagalur), Karnataka is a premium grade coffee known for its delicate and refined taste, mild acidity, and floral aroma. Espresso is a popular option for those who want a concentrated and intense flavor, while cappuccino and latte are ideal for those who prefer a creamy and textured drink. With its delicate and refined taste, Arabica coffee from Chikkamagaluru is a true indulgence that can be savored any time of day.",Yes,https://drive.google.com/file/d/16JaeKkj5mjMCnD6m1vX8GmjeVrZ7bpRu/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Karnataka,Spice,Chikkamagaluru (Chikmagalur),532,Secondary,Agriculture,"Spices from Chikkamagaluru (Chikmagalur), Karnataka are a symphony of flavors that awaken the senses and transport you to the heart of India. Whether you're seeking the warmth of cumin, floral taste of cardamom or the pungency of black pepper, these spices offer a tantalizing taste of India's vibrant culinary heritage. Other notable spices include turmeric, coriander, mustard, and cloves, each adding their unique flavor profile to dishes.",No,https://drive.google.com/file/d/1U_eG6fa-xCBdwbltNLXUZ8fIE1AIGjKZ/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Karnataka,"Areca leaf based Products (Plates, Cups Etc)",Chikkamagaluru,532,Tertiary,Manufacturing,"Chikkamagaluru's pride lies in its eco-friendly areca leaf-based products, including plates and cups. Sourced sustainably, these items boast natural durability and biodegradability, offering a green alternative to conventional tableware. Crafted with care, they showcase the district's commitment to environmental consciousness and innovation. Perfect for both casual gatherings and formal events, these products not only serve their practical purpose but also contribute to a greener planet.",No,https://drive.google.com/file/d/1Npw0IVk4qPb0JZJYBd_TFRSEFLftafsE/view?usp=drive_link,MSME
Karnataka,Molakalmuru Sarees,Chitradurga,533,Primary,Handloom,"With their unique blend of tradition and innovation, Molkalmur sarees are a prized possession for anyone seeking to add a touch of grace and sophistication to their wardrobe. Made from fine cotton, these sarees are distinguished by their intricate designs, vibrant colors, and lightweight texture. Each saree is crafted by hand, with painstaking attention to detail, resulting in a garment that is both elegant and durable.",Yes,https://drive.google.com/file/d/10h6dOmNtZ-ga-h1-KiR_PntqbJsWnlbJ/view?usp=drive_link,DC Handloom
Karnataka,Marine Products,Dakshina Kannada,534,Primary,Marine,"Marine products from Dakshina Kannada, Karnataka are a treasure trove of fresh and succulent seafood, sourced from the bountiful Arabian Sea. From the tender flesh of prawns to the rich flavor of mackerel, these marine products are a feast for the senses. The region's proximity to the sea ensures that the seafood is always fresh and of the highest quality. Whether grilled, fried, or baked, marine products from Dakshina Kannada are a delicious and healthy addition to any meal.",No,https://drive.google.com/file/d/1pFM8sQRg_d1G6gkrQl2JU8fUJt7EmNvZ/view?usp=drive_link,Department of fisheries
Karnataka,Textile processing,Dakshina Kannada,534,Secondary,Textile,"Dakshina Kannada pioneers textile processing, where innovation meets tradition. Artisans skillfully weave together cutting-edge techniques with time-honoured methods to enhance fabrics. From vibrant dyeing to intricate printing, each step is meticulously executed, yielding textiles renowned for their durability and aesthetic allure. With a blend of expertise and creativity, Dakshina Kannada's textile processing industry sets the standard for quality and craftsmanship, reflecting the region's rich textile heritage.",No,https://drive.google.com/file/d/1p_shMOh7V5qvGT9jJ847SCAED92JQij4/view?usp=drive_link,Ministry of Textile
Karnataka,Millets,Davangere,535,Primary,Agriculture,"From the classic ragi mudde to the trendy millet bowls, millets from Davangere are a true superfood that promotes both health and sustainability. These ancient grains are packed with nutrients, including fiber, protein, and minerals, making them an ideal choice for those seeking a healthy and balanced diet. With their nutty and earthy flavor, millets are a versatile ingredient that can be used in a variety of dishes, from savory to sweet.",No,https://drive.google.com/file/d/1UyE7Zr7Gw-M6T2jDvkz3tqSh8wlscMjd/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Karnataka,Cotton based processing (ginning) & garmenting,Davanagere,535,Secondary,Textile,"Davanagere is synonymous with excellence in cotton-based processing and garmenting. The district's expertise in ginning and garmenting ensures top-quality cotton products. From the initial stages of ginning to the final touches in garmenting, every step is executed with precision and care, resulting in textiles known for their superior quality and comfort. Davanagere's cotton processing industry reflects the region's commitment to excellence and innovation in the textile sector.",No,https://drive.google.com/file/d/1YE7j84_ndAJoLd5RFrRzevveUNEsr9hz/view?usp=drive_link,Ministry of Textile
Karnataka,FMCG,Dharwad,536,Primary,Food Processing,"From consumer goods and personal care products to food and beverages, this dynamic sector offers a wide range of high-quality, affordable products that meet the diverse needs and preferences of customers worldwide. With a focus on sustainability, social responsibility, and customer satisfaction, the FMCG sector of Dharwad is committed to delivering innovative solutions that improve the quality of life for people everywhere.",No,https://drive.google.com/file/d/1-H76CQBn5QsZFaEUCMyiRaBurnigpP9a/view?usp=drive_link,Ministry of Food Processing
Karnataka,Volve Mfg,Dharwad,536,Secondary,Manufacturing,"In Dharwad, Karnataka, valve manufacturing thrives, producing vital components for various industries. Expert craftsmanship ensures precision and durability, meeting stringent quality standards. These valves play crucial roles in controlling flow, pressure, and direction, supporting efficient operations in diverse applications. With a focus on reliability and performance, Dharwad's valve manufacturing industry contributes significantly to industrial infrastructure.",No,https://drive.google.com/file/d/1QcpA8Vv9bNBq3Rjvj4dUeTgV9uGRu9Qy/view?usp=drive_link,MSME
Karnataka,Byadagi Chilies,Gadag,537,Primary,Agriculture,"From traditional curries to fusion cuisine, Byadagi chilies from Gadag are a must-have spice for any passionate cook or food lover. Grown in the fertile soil and warm climate of the region, these chilies are known for their unique color, aroma, and taste. With their moderate heat and fruity undertones, Byadagi chilies are a versatile ingredient that adds depth and complexity to a wide range of dishes.",Yes,https://drive.google.com/file/d/1Ba84HnRPYX-Ogr1pxCYy2O-xKm_0bz_Q/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Karnataka,Textiles,Gadag,537,Secondary,Textile,"Gadag, a hub of artistic fervor, nurtures a textile industry brimming with creativity and ingenuity. Artisans, deeply rooted in tradition, weave tales of heritage into every thread, crafting exquisite fabrics that exude charm and elegance. From traditional garments to modern ensembles, Gadag's textiles embody a timeless allure, reflecting the region's rich cultural tapestry. With a blend of skill and imagination, Gadag's textile artisans continue to redefine the boundaries of craftsmanship and style.",No,https://drive.google.com/file/d/1K_XKosWXz6UXysS6WQvYeVsG60z2xec_/view?usp=drive_link,Ministry of Textile
Karnataka,Coir products,Hassan,539,Primary,Handicraft,"Whether used for practical or decorative purposes, coir products from Hassan are a sustainable and elegant addition to any home or workspace. Made from the fibers of the coconut husk, these products are durable, eco-friendly, and versatile. From sturdy ropes and mats to intricate baskets and home decor, coir products from Hassan showcase the region's creativity and attention to detail.",No,https://drive.google.com/file/d/1xA68Lr2AgfwlBSI3lXLgFsRx1dsGIFBB/view?usp=drive_link,DC Handicraft
Karnataka,Jacquard Bedsheet,Hassan,539,Secondary,Textile,"Celebrated for their exquisite craftsmanship and luxurious appeal, Hassan's Jacquard bedsheets redefine comfort and style. Each intricately woven piece showcases a harmonious blend of traditional artistry and contemporary design. Elevating bedroom decor with their rich textures and intricate patterns, these bedsheets stand as a testament to Hassan's legacy of fine textile craftsmanship.",No,https://drive.google.com/file/d/18dNduxKDlQ_5W4Z0OpxAsolDoPSFgWNN/view?usp=drive_link,Ministry of Textile
Karnataka,Chilli-Byadagi ,Haveri,540,Primary,Agriculture,"The Byadgi chilli of Haveri, Karnataka is a gastronomic delight, renowned for its unique flavor, aroma, and fiery heat. Grown in the sun-kissed fields of the region, this vibrant red chilli pepper is a quintessential ingredient in the spicy cuisine of Karnataka, adding depth and complexity to a wide range of dishes. With its distinctive wrinkled skin, smoky aroma, and mild sweetness, the Byadgi chilli is a true masterpiece of nature.",Yes,https://drive.google.com/file/d/1AGX5SK1gt7lE8TaQVALnbvvYG0dPvCco/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Karnataka,Spice Products,Haveri,540,Secondary,Agriculture,"Haveri district, nestled in the heart of Karnataka, captivates with its blend of cultural heritage and natural beauty. In Haveri, spice products evoke a symphony of flavors, reflecting the region's rich culinary heritage. Crafted with expertise and care, each spice blend carries the essence of local ingredients and traditional recipes. From aromatic masalas to flavorful seasonings, Haveri's spice products add depth and complexity to dishes, tantalizing taste buds and invoking a sense of culinary delight.",No,https://drive.google.com/file/d/1yQqHJQdA7MRQdVI19s5X-9zDsU77J1Fn/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Karnataka,Toor Daal,Kalaburagi (Gulbarga),538,Primary,Agriculture,"From classic dishes like sambar and dal tadka to innovative recipes, toor dal from Kalaburagi (Gulbarga) is a versatile ingredient that adds depth and richness to any cuisine. These lentils are known for their distinct nutty flavor and creamy texture. With their high protein content and low glycemic index, toor dal is a healthy and filling choice for any meal.",Yes,https://drive.google.com/file/d/173QEvlR2jkA_aQYCvLfDVE4Bp_9m57r3/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Karnataka,Cement,Kalaburagi (Gulbarga),538,Secondary,Manufacturing,"Whether used in the construction of buildings, bridges, or roads, cement from Kalaburagi (Gulbarga) provides a solid foundation for any infrastructure project. Produced from locally sourced raw materials, such as limestone and clay, this cement is renowned for its strength, durability, and resistance to environmental factors. With its precise chemical composition and reliable performance, this cement is a trusted choice for engineers, builders, and architects alike.",No,https://drive.google.com/file/d/1--mVr5UUMLuRmwQ9Mzea1GWwxq8a3myQ/view?usp=drive_link,MSME
Karnataka,Shahabad stones,Kalaburagi (Gulbarga),538,Tertiary,Manufacturing,"Kalburgi, known for its architectural marvels, is renowned for its Shahabad stones. Quarried with precision, these stones boast exceptional strength and durability, making them ideal for construction projects. From majestic monuments to modern structures, Shahabad stones from Kalburgi adorn buildings with their timeless elegance, reflecting the region's rich legacy of craftsmanship and contributing to its architectural grandeur.",No,https://drive.google.com/file/d/1qADcRW9dxsUGCFjXAyewNUAtRrPFWpG8/view?usp=drive_link,MSME
Karnataka,Coffee,Kodagu,541,Primary,Agriculture,"Coffee from Kodagu, Karnataka is a rich and flavorful beverage known for its distinct aroma, bold taste, and smooth texture. With its complex flavor profile and subtle notes of chocolate and fruit, coffee from Kodagu is a true connoisseur's delight. Whether enjoyed black or with a splash of milk, this coffee is a sensory journey that transports you to the heart of Kodagu's coffee country.",Yes,https://drive.google.com/file/d/1_M2Wlc6Ra3CRExyJfG8fD0h2z4KOzwSD/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Karnataka,Spices,Kodagu,541,Secondary,Agriculture,"Grown in the region's fertile soil and favorable climate, these spices are known for their distinct aroma, bold taste, and medicinal properties. From the spicy and pungent black pepper to the sweet and earthy cardamom, spices from Kodagu add depth and complexity to any dish. Whether used in traditional recipes or innovative fusion cuisine, these spices are a testament to the region's culinary excellence and cultural diversity.",No,https://drive.google.com/file/d/1U_eG6fa-xCBdwbltNLXUZ8fIE1AIGjKZ/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Karnataka,Homemade chocolates/wines,Kodagu,541,Tertiary,Food Processing,"Kodagu district, nestled amidst verdant hills and misty valleys, enchants with its picturesque beauty and rich cultural tapestry. In Kodagu, homemade chocolates and wines are crafted with passion, reflecting the region's culinary excellence and natural bounty. Made with locally sourced ingredients and traditional recipes, these chocolates and wines offer a taste of authenticity and luxury.",No,https://drive.google.com/file/d/1UickAv6uUxTNp1zS776SxRwg3mpE03th/view?usp=drive_link,Ministry of Food Processing
Karnataka,Automobiles,Kolar,542,Primary,Manufacturing,"From sleek and stylish cars to robust and efficient trucks, automobiles from Kolar cater to a wide range of customer needs and preferences. Produced in state-of-the-art manufacturing facilities using the latest technologies and high-quality raw materials, these automobiles are renowned for their reliability, performance, and safety. With their advanced features and innovative designs, these automobiles are a symbol of the region's progress and dynamism.",No,https://drive.google.com/file/d/14w6LmgGrPCUe4UVYVXoWvh6ZhrGXzxFu/view?usp=drive_link,MSME
Karnataka,Shivarapatna stone craft,Kolar,542,Secondary,Handicraft,"Kolar district, steeped in history and known for its rich mineral wealth, embraces tradition while embracing modernity. Kolar's Shivarapatna stone craft thrives with artisans delicately carving intricate designs on local stone. Each piece reflects the region's rich cultural heritage and artistic finesse, showcasing centuries-old craftsmanship. These creations serve as timeless symbols of Kolar's tradition and creativity, adding a touch of elegance to any space they adorn.",No,https://drive.google.com/file/d/1udP9s46ERkkzcDhAaqIUKFB_PVRVYQY_/view?usp=drive_link,DC Handicraft
Karnataka,Kinhal Toys,Koppal,543,Primary,Handicraft,"Kinhal toys from Koppal, Karnataka are a vibrant and whimsical craft used as playthings or decorative pieces. Made from locally sourced wood and painted with natural dyes, these toys are eco-friendly, safe, and sustainable. From intricate carvings and detailed painting to innovative designs and vibrant colors, Kinhal craft toys are a feast for the senses.",Yes,https://drive.google.com/file/d/1oe2YejQOf9dO_7r47I1yru6GYU-sHB7J/view?usp=drive_link,DC Handicraft
Karnataka,Jaggery,Mandya,544,Primary,Food Processing,"With its deep, earthy notes and subtle caramel undertones, jaggery from Mandya adds depth and complexity to any dish. Made from freshly harvested sugarcane juice using traditional methods, this jaggery is known for its distinct aroma, rich flavor, and nutrient-rich properties. Whether used in traditional recipes or modern culinary creations, this jaggery is a true gourmet delight.",No,https://drive.google.com/file/d/1u3RZMHruG2HYJLDRTHErFHk-8-MSv_o-/view?usp=drive_link,Ministry of Food Processing
Karnataka,Rice based products,Mandya,544,Secondary,Food Processing,"Mandya, nestled along the banks of the river Cauvery, is renowned for its lush rice paddies and fertile soil. From this fertile land emerges a variety of rice-based products, each meticulously crafted to perfection. These products, ranging from fragrant rice to traditional delicacies, embody the essence of Mandya's agricultural abundance and culinary heritage, promising a taste of authenticity and richness in every bite.",No,https://drive.google.com/file/d/13EQLNxr19gZzKpaDPr8IpoWLtbOvfXGG/view?usp=drive_link,Ministry of Food Processing
Karnataka,ESDM,Mysuru (Mysore),545,Primary,Manufacturing,"The EDSM sector of Mysuru, Karnataka is a veritable powerhouse of cutting-edge digital technologies and innovative solutions. From artificial intelligence and machine learning to cybersecurity and blockchain, this dynamic sector is at the forefront of digital transformation, pioneering new frontiers in the digital landscape. With its top-notch infrastructure and dynamic ecosystem of experts and enthusiasts, the EDSM sector of Mysuru is an unparalleled engine of growth, driving the region's digital revolution to new heights.",No,https://drive.google.com/file/d/1T69_OSg9CSAKtkoCRNdGRJuvXucQA1JT/view?usp=drive_link,MSME
Karnataka,Rosewood inlay art,Mysuru (Mysore),545,Secondary,Handicraft,"Mysore, renowned for its cultural heritage and regal splendor, showcases the exquisite Rosewood inlay art. Skilled artisans intricately carve and embed delicate patterns into Rosewood, creating stunning masterpieces. Each piece reflects Mysore's rich artistic legacy, blending tradition with innovation. The Rosewood inlay art from Mysore adds a touch of elegance and sophistication to any space, serving as a timeless symbol of craftsmanship and beauty.",Yes,https://drive.google.com/file/d/1VZcCEh2ThCy2eeqQmcE9kyR5MfWzr3uf/view?usp=drive_link,DC Handicraft
Karnataka,Pharma,Raichur,546,Primary,Others,"The pharma sector of Raichur, Karnataka is a shining example of the region's commitment to advancing global healthcare through cutting-edge research, development, and manufacturing. From state-of-the-art facilities and modern equipment to a talented workforce of skilled scientists and technicians, this dynamic sector is a beacon of innovation and excellence in the pharmaceutical industry. With a focus on quality, safety, and efficacy, Raichur's pharma sector is committed to delivering world-class solutions.",No,https://drive.google.com/file/d/1cPAhsjEbJFspzl_3RbU0GmpEEDOROM2c/view?usp=drive_link,Department of Pharmaceuticals
Karnataka,Cotton and cotton based products,Raichur,546,Secondary,Textile,"Raichuru, nestled along the banks of the a river, boasts a thriving cotton industry, renowned for its quality and versatility. From this region emerge a plethora of cotton-based products, ranging from soft textiles to durable garments. Crafted with precision and care, these products embody Raichuru's commitment to excellence and innovation in the realm of cotton manufacturing, offering both comfort and style to discerning consumers.",No,https://drive.google.com/file/d/1C1Xiz7OSSIvGBdOeCaxuMIAB_hooOua6/view?usp=drive_link,Ministry of Textile
Karnataka,Channapatna Toys ,Ramanagara,631,Primary,Handicraft,"Channapatna toys are a unique and traditional craft from the town of Channapatna in Ramanagara district, Karnataka. Made from locally sourced ivory wood, these toys are painted with natural dyes and lacquered to create a glossy finish. They are known for their smooth texture and bright, vibrant colors, produced into a wide variety of toys, including dolls, spinning tops, and cars.",Yes,https://drive.google.com/file/d/1M3uF6y7d2l-e6XdOqrNzIwZ3weqfuA5h/view?usp=drive_link,DC Handicraft
Karnataka,EV Cluster,Ramanagara,631,Secondary,Manufacturing,"Nestled in the scenic locale of Ramanagara, Karnataka lies a technological marvel that paves the way for a sustainable future - the EV cluster. This thriving hub of innovation and progress boasts of cutting-edge electric vehicle technologies, fueling a new era of transportation. From sleek electric two-wheelers to efficient three-wheelers and four-wheelers, this cluster has it all, providing a glimpse into the future of clean and green transportation.",No,https://drive.google.com/file/d/1We-3X4OwA73CQtXz1Cpt6emgIjEzU2Zz/view?usp=drive_link,MSME
Karnataka,BioPharma and Wellness,Shivamogga (Shimoga),547,Primary,Others,"Deep in the heart of Karnataka's verdant landscape, lies a sanctuary of health and well-being - the BioPharma and Wellness hub of Shivamogga (Shimoga). This thriving oasis of vitality and rejuvenation brings together the best of traditional and modern medicinal practices, harnessing the power of nature to heal and nourish the body, mind, and soul. From Ayurvedic remedies to cutting-edge pharmaceutical research, this hub is a melting pot of expertise and innovation.",No,https://drive.google.com/file/d/1zYbINt64aTRtnqlm3UHnWOAU0NRkOIH9/view?usp=drive_link,Department of Pharmaceuticals
Karnataka,Wooden Carving,Shivamogga,547,Secondary,Handicraft,"Shivamogga is celebrated for its exquisite wooden carvings. Skilled artisans meticulously shape and embellish wood, breathing life into intricate designs and patterns. Each carving reflects the region's rich artistic heritage, blending traditional craftsmanship with contemporary aesthetics. Shivamogga's wooden carvings adorn homes and temples alike, serving as timeless expressions of beauty and cultural pride.",No,https://drive.google.com/file/d/1YdCqu-ono836Ff1V4QjYbYPS6KlLVMPn/view?usp=drive_link,DC Handicraft
Karnataka,Machine Tool,Tumakuru (Tumkur),548,Primary,Manufacturing,"From heavy-duty lathes to high-speed milling machines and advanced CNC systems, the Machine Tools hub of Tumakuru (Tumkur) has it all, providing a glimpse into the future of precision engineering. This thriving hub of innovation and progress is a testament to the power of human ingenuity and perseverance. With state-of-the-art machinery and cutting-edge technology at its disposal, this hub is a pioneer in the field of engineering and manufacturing.",No,https://drive.google.com/file/d/1l8qVkWTTiwm_BKdTBBfF7cc321BsFQS0/view?usp=drive_link,MSME
Karnataka,Coir based Industries,Tumakuru (Tumkur),548,Secondary,Manufacturing,"Tumakuru, known for its scenic landscapes and agrarian economy, hosts a thriving coir-based industry. From this district emerge an array of products crafted from natural coir fibers, ranging from sturdy ropes to intricate mats and handicrafts. Rooted in sustainable practices, Tumakuru's coir industries exemplify the region's commitment to eco-friendly manufacturing and rural livelihoods.",No,https://drive.google.com/file/d/1xA68Lr2AgfwlBSI3lXLgFsRx1dsGIFBB/view?usp=drive_link,MSME
Karnataka,Marine Products,Udupi,549,Primary,Marine,"Renowned for their freshness, quality, and sustainability, Udupi's marine products are a true treasure of the sea. From fresh seafood delicacies to exotic spices and seasonings, this dynamic coastal region offers a bounty of flavors and textures that tantalize the taste buds and delight the senses. Whether enjoyed in a traditional dish or savored in a modern fusion cuisine, the marine products of Udupi are a true culinary masterpiece.",No,https://drive.google.com/file/d/1QLoZ0PaV8vXKxDz9D9VXl1yW0B7D1Ahn/view?usp=drive_link,Department of fisheries
Karnataka,Gems and Jewellery,Udupi,549,Secondary,Handicraft,"Udupi is renowned for its exquisite gems and jewellry. Skilled artisans meticulously craft stunning pieces using precious stones and metals, reflecting the region's rich cultural heritage and craftsmanship. From intricate designs to contemporary styles, Udupi's gems and jewellry captivate with their timeless elegance and exquisite beauty, making them cherished treasures for generations to come.",No,https://drive.google.com/file/d/1SBtUr11G8YmNidg-7s8QpLOfAtvuzLDq/view?usp=drive_link,DC Handicraft
